Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
P-66121,Spectra Brown Sugar Sachets,D-06/04/2009 08:05:39,5060181190698,Garraways,,Spectra Brown Sugar Sachets,"sugar sachets
brown sugar
brown sugar sachets
Spectra Brown Sugar Sachets",N,0.00,7.99,0.00,0,0.00,8,Exact,0.00,N,N,2147482772,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,27608,N,Y,"3=>7.85,5=>7.75,10=>7.50,20=>6.99"
P-489568,Spectra Double Wall Cups,D-13/10/2009 14:25:03,5060181190482,,Spectra,Spectra Double Wall Cups,"double wall cups
twin wall
disposable cups
takeaway cups
coffee cups
paper coffee cups
take out double wall cups
Spectra Double Wall Cups
8oz cup
10oz cup
12oz cup
16oz cup",N,0.00,29.99,0.00,0,0.00,30,%,5.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,DOUBLE WALL CUPS - WITH A CRISP CLEAN DESIGN AND DRINK INDICATOR OPTIONS ON THE SIDE... WHAT MORE COULD ONE WANT?,N,,N,258145,Y,N,
P-63629,Spectra White Sugar Sachets,D-06/04/2009 08:05:29,5060181190691,Garraways,,Spectra White Sugar Sachets,"sugar sachets
white sugar
white sugar sachets
Spectra White Sugar Sachets",N,0.00,7.99,0.00,0,0.00,8,Exact,0.00,N,N,2147480925,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,27609,N,Y,"3=>7.85,5=>7.75,10=>7.50,20=>6.99"
P-462683,Spitz Wafer Biscuits,D-06/04/2009 08:06:05,5060181190691,Spitz,,Spitz Wafer Biscuits,"Spitz Wafer Biscuits
vanilla biscuits
chocolate biscuits
hazelnut biscuits
biscuits
saucer biscuits",N,0.00,8.99,0.00,0,0.00,9,%,0.00,N,N,2147481262,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,Y,,N,Y,"4=>8.75,8=>8.50,12=>7.99"
P-534752,Squash Stix Apple and Blackcurrant,D-28/01/2014 10:03:11,,324132,,Squash Stix Apple and Blackcurrant,"Fruit drink
Apple & Blackcurrant fruit drink
Orange fruit drink
Squash
Diluting juice
Squash Stix Apple and Blackcurrant",Y,0.00,18.99,0.00,0,0.00,0,%,0.00,Y,N,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,316279,N,N,
P-534751,Squash Stix Orange,D-28/01/2014 08:58:37,,324130,,Squash Stix Orange,"Fruit drink
Orange fruit drink
Squash
Diluting juice
Squash Stix Orange",Y,0.00,18.99,0.00,0,0.00,0,%,0.00,Y,N,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,316279,N,N,
P-535798,Squirty Cream Aerosol,D-23/06/2014 11:39:04,,2173,Squirty Cream Aerosol,Squirty Cream Aerosol,"Squirty Cream 
Cream
Aerosol cream
Squirty Cream Aerosol
topping",N,0.00,2.99,0.00,0,0.00,3,Exact,2.69,N,N,999868,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,319807,N,Y,"6=>2.66,12=>2.63"
P-354828,Squirty Drizzle Bottle,D-06/04/2009 08:05:53,5060181190696,,,Squirty Drizzle Bottle,"Drizzle bottle
sauce bottle
chocolate drizzle bottle
bottle
squirty",N,0.00,2.69,0.00,0,0.00,3,%,0.00,Y,N,2147483135,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,122573,N,Y,3=>2.49
P-460227,St James Cafetiere Sachets,D-06/04/2009 08:05:59,5060181190705,Garraways,,St James Cafetiere Sachets,"cafetiere coffee
fresh coffee
ground coffee
St James Cafetiere Sachets
roasted coffee
filter coffee",N,0.00,20.99,0.00,0,0.00,21,%,0.00,N,N,2147483617,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,29273,N,Y,6=>19.99
P-70413,Stainless Milk Foaming Jug,D-06/04/2009 08:05:41,5060181190702,JES,,Stainless Milk Foaming Jug,"milk foaming jugs
frothing jugs
milk frothing jug
foaming jug
milk jug
Belly shape
Straight sided",N,0.00,8.99,0.00,0,0.00,9,%,0.00,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,216199,N,N,
P-426485,Stainless Steel Chocolate Shaker,D-06/04/2009 08:06:01,5060181190701,BYB,,Stainless Steel Chocolate Shaker,"Stainless Chocolate Shaker
chocolate duster
chocolate shaker
shaker
chocolate topping",N,0.00,6.99,0.00,0,0.00,7,%,0.00,Y,N,2147483236,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,193587,N,Y,"3=>6.79,6=>6.49"
P-172544,Stainless Steel Knockout Drawer,D-06/04/2009 08:05:31,5060181190703,Jaguar,Under Grinder,Stainless Steel Knockout Drawer,"Stainless Steel Knockout Drawer
coffee drawer
coffee knocker
coffee emptier
drawer
metal drawer",N,0.00,149.95,0.00,0,0.00,150,Exact,99.99,Y,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,71525,N,N,
P-488405,Stainless Steel Mixer Jar Dinkum,D-15/05/2009 17:15:06,5060181190692,,,Dinkum Stainless Steel Mixer Jar,"dinkum jug
dinkum stainless jar
Stainless Steel Mixer Jar
Mixer Jar
mixing jar
milkshake mixer jar
blender jar",N,0.00,19.99,0.00,0,0.00,20,%,0.00,Y,N,4294967214,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,256147,N,Y,3=>18.99
P-489572,Stainless Steel Shot Pitcher 3oz,D-15/10/2009 18:31:23,5060181190691,,,Stainless Steel Shot Pitcher 3oz,"stainless shot pot
shot pitcher
3oz shot glass
3oz shot pot",N,0.00,4.29,0.00,0,0.00,4,%,0.00,Y,N,499923,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,258165,N,Y,"3=>4.10,6=>3.99,12=>3.75"
P-488360,Stainless Steel Whisk,D-30/04/2009 21:56:12,5060181190693,Whisk,,Stainless Steel Whisk,"whisk
accessories
espresso whisk
milk whisk
chocolate whisk
Stainless Steel Whisk",N,0.00,1.99,0.00,0,0.00,2,%,0.00,Y,N,499966,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,255978,N,Y,"3=>1.85,5=>1.75"
P-151426,Steaming Thermometer,D-06/04/2009 08:05:30,5060181190695,Garraways,,Steaming Thermometer,"Steaming Thermometer
thermometer
milk thermometer
temperature gauge",N,0.00,8.99,0.00,0,0.00,9,%,0.00,Y,N,2147483029,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,69962,N,Y,"3=>8.75,5=>8.49"
P-429586,Stir Stix To Go,D-06/04/2009 08:06:03,5060181190694,BYB,,Stir Stix To Go,"Stir Stix To Go
coffee stirrer
stix to go
coffee stirrers
stirrers
plastic stirrers
tea stirrers
disposable stirrers",N,0.00,3.49,0.00,0,0.00,3,%,0.00,Y,N,499892,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,197957=>197956,N,Y,"3=>3.35,5=>3.25,10=>2.99"
P-462762,Strathmore Bottled Water - Sparkling,D-06/04/2009 08:06:05,5060181190704,,,Strathmore Bottled Water - Sparkling,"sparkling water
bottled water
water
bottles of water
Strathmore Bottled Water - Sparkling",N,0.00,8.99,0.00,0,0.00,9,%,0.00,Y,N,499791,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,285349,N,Y,"4=>8.75,8=>8.50,12=>8.25,24=>7.50"
P-462761,Strathmore Bottled Water - Still,D-06/04/2009 08:06:05,5012058010615,,,Strathmore Bottled Water - Still,"bottled water
still water
strathmore water
Strathmore Bottled Water - Still
water",N,0.00,8.99,0.00,0,0.00,9,Exact,0.00,Y,N,499700,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,235966,N,Y,"4=>8.75,8=>8.50,12=>8.25,24=>7.50"
P-519101,Strathmore Flavoured Water - Lemon & lime,D-31/01/2012 22:45:27,5060181190698,,,Strathmore Flavoured Water - Lemon & lime,"strathmore water
lemon and lime water
lime flavoured water
lemon water
lemon flavoured water
flavoured water
strathmore bottled water
bottled water",N,0.00,8.99,0.00,0,0.00,9,%,0.00,Y,N,499998,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,NEW TO GARRAWAYS - FLAVOURED WATERS,N,285350,N,Y,"4=>8.75,8=>8.50,12=>8.25"
P-537125,Suchards Hot Chocolate,D-24/10/2014 14:29:06,,Single,374214,Suchards Hot Chocolate,"Suchards Hot Chocolate
Tassimo",N,0.00,3.75,0.00,0,0.00,4,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321763,N,N,
P-537204,Suchards Hot Chocolate,D-03/11/2014 11:00:18,,,,Suchards Hot Chocolate,"Suchards Hot Chocolate
tassimo Suchards Hot Chocolate pods
hot chocolate pods
suchards hot chocolate pods
suchards pods
tassimo pods",N,0.00,17.75,0.00,0,0.00,18,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,Y,,N,321763,N,N,
P-64064,Suchards Hot Chocolate Sachets,D-06/04/2009 08:05:37,5060181190699,Suchards,,Suchards Hot Chocolate Sachets,"Suchards Chocolate Sachets
suchards
hot chocolate",Y,0.00,22.49,0.00,0,0.00,22,Exact,18.99,N,N,1,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,35187,N,N,
P-450294,Suchards Vending Chocolate,D-06/04/2009 08:06:06,5060181190691,Suchards,,Suchards Luxurious Vending Chocolate,"Suchards Chocolate Sachets
suchards
hot chocolate
vending hot chocolate
vending chocolate
Suchards Vending Chocolate",N,0.00,44.99,0.00,0,0.00,45,%,0.00,N,N,2147483462,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,216195,N,Y,"3=>43.50,5=>42.00,10=>40.00,20=>37.50,25=>36.50,60=>34.95"
P-518324,Swantex Recycled Napkins,D-16/11/2011 12:54:41,,,,Swantex Recycled Napkins,"napkins
Napkin holder
brown paper napkins
eco napkins
napkin dispenser
dispenser napkins
recyclable napkin
100% recycled napkins
paper napkins
Swantex Recycled Napkins",N,0.00,7.49,0.00,0,0.00,7,%,0.00,Y,N,499834,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,"All New Eco Napkins With Dispenser Available, Recyclable & Biodegradable!",Y,,Y,Y,
P-531430,Sweetbird & Zuma Recipe Book,D-24/10/2013 11:20:18,,,,Sweetbird & Zuma Recipe Book,"Sweetbird 
Zuma
Syrup
recipe
Sweetbird & Zuma Recipe Book",N,0.00,0.00,0.00,0,0.00,0,%,0.00,N,N,1000000000,N,0,D-00/00/0000,0.00,,N,Y,,N,N,N,N,N,,Normal,,,,0,0,0,0,0,0,0,0,0,0,0,N,N,,Y,New Sweetbird & Zuma Recipe Book,N,310266,N,N,
P-536980,Sweetbird Almond Syrup,D-13/10/2014 10:24:40,,,,Sweetbird Almond Syrup,"Sweetbird Almond Syrup
Almond syrup
almond coffee syrup
almond flavour syrup
coffee syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4978,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321362,N,N,
P-536981,Sweetbird Amaretto Syrup,D-13/10/2014 10:28:38,,,,Sweetbird Amaretto Syrup,"Sweetbird Amaretto Syrup
Amaretto syrup
sweetbird syrups
sweetbird coffee syrups
amaretto coffee syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4942,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320961,N,N,
P-329505,Sweetbird Banana Smoothie,D-06/04/2009 08:05:51,5060181190706,,Sweetbird,Sweetbird Banana Smoothie,"sweetbird banana smoothie
banana smoothie
sweetbird smoothie mix
smoothie
smoothie mixes
smoothie mix
sweetbird",N,0.00,36.00,0.00,0,0.00,36,%,0.00,Y,N,4853,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,100725,N,Y,"3=>35.00,5=>33.00,10=>30.00"
P-537015,Sweetbird Banana Syrup,D-14/10/2014 10:05:16,,,,Sweetbird Banana Syrup,"Sweetbird Banana Syrup
banana syrup
sweetbird fruit syrups
sweetbird syrup
coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4980,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321398,N,N,
P-536982,Sweetbird Butterscotch Syrup,D-13/10/2014 10:33:37,,,,Sweetbird Butterscotch Syrup,"Sweetbird Butterscotch Syrup
butterscotch syrup
coffee syrup
sweetbird syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4974,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321364,N,N,
P-536983,Sweetbird Cane Sugar Syrup,D-13/10/2014 10:38:56,,,,Sweetbird Cane Sugar Syrup,"Sweetbird Cane Sugar Syrup
cane sugar syrup
coffee syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4998,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321368,N,N,
P-537027,Sweetbird Caramel Sauce,D-14/10/2014 11:11:06,,,,Sweetbird Caramel Sauce,"Sweetbird Caramel Sauce
caramel sauce
sweetbird sauce",N,0.00,13.99,0.00,0,0.00,14,%,0.00,N,N,4991,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321401,N,N,
P-536984,Sweetbird Caramel Syrup,D-13/10/2014 11:20:11,,,,Sweetbird Caramel Syrup,"Sweetbird Caramel Syrup
caramel syrup
caramel coffee syrup
sweetbird coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4807,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321370,N,N,
P-537055,Sweetbird Chai,D-15/10/2014 12:55:35,,,,Sweetbird Chai,"Sweetbird Chai
sweetbird cold drinks
sweetbird syrups
chai tea
chai iced tea",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4947,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321434,N,N,
P-537016,Sweetbird Cherry Syrup,D-14/10/2014 10:07:48,,,,Sweetbird Cherry Syrup,"Sweetbird Cherry Syrup
cherry syrup
sweetbird syrups
coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,999999992,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321389,N,N,
P-536985,Sweetbird Chilli Syrup,D-13/10/2014 11:24:01,,,,Sweetbird Chilli Syrup,"Sweetbird Chilli Syrup
chilli flavour
chilli syrup
sweetbird coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4984,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320967,N,N,
P-536988,Sweetbird Chocolate Mint Syrup,D-13/10/2014 11:38:45,,,,Sweetbird Chocolate Mint Syrup,"Sweetbird Chocolate Mint Syrup
chocolate mint syrup
sweetbird syrup
mint chocolate syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4983,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320960,N,N,
P-536987,Sweetbird Chocolate Syrup,D-13/10/2014 11:33:47,,,,Sweetbird Chocolate Syrup,"Sweetbird Chocolate Syrup
chocolate coffee syrup
chocolate syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4956,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321375,N,N,
P-536989,Sweetbird Cinnamon Syrup,D-13/10/2014 11:45:00,,,,Sweetbird Cinnamon Syrup,"Sweetbird Cinnamon Syrup
cinnamon syrup
coffee syrup
cinnamon coffee syrup
sweetbird syrups
sweetbird coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4939,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320964,N,N,
P-536990,Sweetbird Coconut Syrup,D-13/10/2014 11:48:57,,,,Sweetbird Coconut Syrup,"Sweetbird Coconut Syrup
coconut syrup
sweetbird syrups
coffee syrups
sweetbird coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4971,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320966,N,N,
P-537017,Sweetbird Coconut Syrup,D-14/10/2014 10:10:44,,,,Sweetbird Coconut Syrup,"Sweetbird Coconut Syrup
coconut syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4994,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321391,N,N,
P-351902,Sweetbird Coffee Syrups - Coffee Flavours,D-06/04/2009 08:05:45,5060181190705,,Sweetbird,Sweetbird Coffee Syrups - Coffee Flavours,"sweetbird syrups
coffee syrups
vanilla syrups
gingerbread syrup
flavour coffee syrups
syrups
Sweetbird Coffee Syrups - Coffee Flavours",Y,0.00,6.66,0.00,0,0.00,7,Exact,0.00,N,N,43796,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,Y,,N,Y,"3=>6.60,6=>6.49,12=>6.25,30=>5.99,60=>5.79,120=>5.50"
P-537018,Sweetbird Cranberry Syrup,D-14/10/2014 10:13:25,,,,Sweetbird Cranberry Syrup,"Sweetbird Cranberry Syrup
cranberry syrup
sweetbird syrup
coffee syrups
fruit syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4996,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321393,N,N,
P-537056,Sweetbird Cucumber & Mint Iced Green Tea,D-15/10/2014 13:01:21,,,,Sweetbird Cucumber & Mint Iced Green Tea,"Sweetbird Cucumber & Mint Iced Green Tea
cucumber and mint 
iced tea
sweetbird iced tea
iced green tea",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321436,N,N,
P-536714,Sweetbird Display Stand,D-05/09/2014 08:32:16,,,Black Metal Display Stand,Sweetbird Display Stand,"Sweetbird Display Stand
Display stand
stand
metal stand
metal display stand
Sweetbird stand
Syrup stand
Bottle stand",N,0.00,21.95,0.00,0,0.00,26,%,0.00,Y,N,9994,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,1,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320879,N,N,
P-536991,Sweetbird Eggnog Syrup,D-13/10/2014 11:53:14,,,,Sweetbird Eggnog Syrup,"Sweetbird Eggnog Syrup
eggnog coffee syrup
eggnog syrup
sweetbird coffee syrup
coffee syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4945,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320968,N,N,
P-536992,Sweetbird English Toffee Syrup,D-13/10/2014 11:57:46,,,,Sweetbird English Toffee Syrup,"Sweetbird English Toffee Syrup
toffee syrup
english toffee syrup
sweetbird syrup
sweetbird coffee syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4978,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320995,N,N,
P-536993,Sweetbird French Vanilla Syrup,D-13/10/2014 12:00:28,,,,Sweetbird French Vanilla Syrup,"Sweetbird French Vanilla Syrup
vanilla syrup
french vanilla syrup
vanilla coffee syrup
coffee syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4944,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320971,N,N,
P-536994,Sweetbird Fudge Syrup,D-13/10/2014 12:07:01,,,,Sweetbird Fudge Syrup,"Sweetbird Fudge Syrup
fudge syrup
coffee syrup
sweetbird syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4971,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320973,N,N,
P-536995,Sweetbird Gingerbread Syrup,D-13/10/2014 12:12:52,,,,Sweetbird Gingerbread Syrup,"Sweetbird Gingerbread Syrup
gingerbread syrup
coffee syrup
sweetbird syrups",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4852,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320975,N,N,
P-536996,Sweetbird Hazelnut Syrup,D-13/10/2014 12:17:02,,,,Sweetbird Hazelnut Syrup,"Sweetbird Hazelnut Syrup
hazelnut syrup
sweetbird syrups
coffee syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4900,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320977,N,N,
P-537057,Sweetbird Iced Tea,D-15/10/2014 13:07:19,,,,Sweetbird Iced Tea,"Sweetbird Iced Tea
iced tea
original iced tea",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320987,N,N,
P-536998,Sweetbird Irish Cream Syrup,D-13/10/2014 12:27:04,,,,Sweetbird Irish Cream Syrup,"Sweetbird Irish Cream Syrup
irish cream syrup
sweetbird syrup
coffee syrup",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,4968,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,320970,N,N,
P-537058,Sweetbird Jasmine Lime Iced Tea,D-15/10/2014 13:13:11,,,,Sweetbird Jasmine Lime Iced Tea,"Sweetbird Jasmine Lime Iced Tea
jasmine and lime iced tea
jasmine lime iced tea
iced tea
sweetbird iced tea",N,0.00,6.66,0.00,0,0.00,7,%,0.00,N,N,5000,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321440,N,N,
